news_id,category,subcategory,title,abstract
N53298,news,newsus,Veteran helping other military members find jobs after their service: 'You are not alone',"Thousands of veterans who leave the armed forces every year face an uncertain future. Washington state is working to help them take the next step and transition into civilian life. The Governor announced November is Hire-A-Veteran month, and the state is working to provide as many opportunities for the men and women who served in the armed forces to make a ..."
N57764,lifestyle,lifestylebuzz,Pierce Brosnan's Sons Selected As Globe Globe Ambassadors,Dylan and Paris Brosnan will assist with distributing trophies during the ceremony and partner with a nonprofit organization.
N21681,news,newspolitics,4 takeaways from Marie Yovanovitch's testimony,"All the highlights, with fact-checking and analysis."
N13601,sports,baseball_mlb,Darvish doesn't blame 2017 WS struggles vs. Astros on sign-stealing,"If anybody has the right to be upset that the Houston Astros allegedly stole signs during the 2017 season, it's Yu Darvish."
N45576,weather,weathertopstories,"Summit Lake: Ben There, Done That","Summit Lake sits just outside the northwest edge of Mount Rainier National Park. If you go on a clear day, you are rewarded with an amazing view of not only the big mountain, but other summits in western Washington. Starting at the trailhead, you wind your way through a fir and hemlock forest. At around a mile in, you reach the now-frozen Twin Lake. From there, it's a steady climb up a ridgeline until you reach an open meadow and the Summit Lake..."
N47068,sports,football_nfl,"Steelers C Maurkice Pouncey will appeal after being suspended three games, fined",Pittsburgh Steelers center Maurkice Pouncey became a hero in the eyes of many when he punched and kicked Myles Garrett after the Cleveland Browns star assaulted Mason Rudolph with his own helmet on Thursday night.
N1666,sports,football_ncaa,5 young players who could lead Huskies down season's final stretch,"When Washington returns from its second off-week, it will have just two regular-season games remaining. After traveling to Colorado, the Huskies will close against Washington State the day after Thanksgiving. It's been an up-and-down season for UW. The Huskies are 6-4, suffering disappointing losses to Cal and Stanford and letting potential victories over top-10 teams Utah and Oregon ..."
N16680,news,newspolitics,Lawmakers from Oklahoma weigh in on impeachment inquiry hearings,"The House Intelligence Committee is holding its second public hearing Friday in the impeachment inquiry against President Donald Trump. Sign up for our Newsletters Trump continued to call the impeachment hearings a witch hunt, while Democrats worked to prove the president asked Ukraine to investigate Joe Biden in exchange for military aid. Republicans called those accusations ""hearsay."" We spoke with Sen. James Lankford from Oklahoma, who said..."
N512,sports,basketball_nba,Bill Russell finally accepts Basketball Hall of Fame ring,"SPRINGFIELD, Mass. (AP)   Bill Russell finally accepted his Basketball Hall of Fame ring. The 11-time NBA champion, five-time MVP, Olympic gold medalist and two-time NCAA champ said on Twitter on Friday that he was presented with his Hall of Fame ring in a private ceremony. The 85-year-old Boston Celtics great didn't attend the induction ceremony in 1975. He said he didn't deserve to be the first black player inducted, tweeting: ""I felt others..."
N40875,news,newspolitics,Trump defends Yovanovitch attack: 'I have freedom of speech',"President Trump on Friday defended his tweet earlier in the day attacking former U.S. Ambassador to Ukraine Marie Yovanovitch in the middle of her public testimony in the House impeachment hearing, insisting he has the right to speak out.""I have the right to speak. I have freedom of speech just like other people do,"" Trump told reporters at the White House after making remarks on a health care initiative, adding that he's ""allowed to speak up""..."
N39928,sports,more_sports,Standout West Sound athletes sign with college teams,Some of the best local high school athletes signed national letters of intent this week.
N25673,sports,football_nfl,Wilson deletes tweet of him standing over concussed Smith-Schuster,The fallout from one of the most bitter games in NFL history rages on.
N41850,foodanddrink,newstrends,Renowned Seattle Chef Ethan Stowell Expanding How to Cook a Wolf Mini Empire,"Plus, a new bakery in Capitol Hill will try twists on Pop Tarts, and Georgetown Brewery finally opens a real taproom"
N44621,weather,weathertopstories,Koalas face threat from historic brush fires,Hundreds of vulnerable koalas are feared dead or injured in the wake of brushfires that have torn through the eastern Australian coast in early November.
N5472,sports,football_nfl,Report: Police investigating woman's death after Redskins' player Montae Nicholson took her to hospital,"Police are investigating an apparent drug-overdose death of a woman after the Redskins' Montae Nicholson took her to a hospital, according to reports."
N11150,sports,football_nfl,Brady on Kaepernick workout: 'Pretty cool that he's getting that opportunity',Whether this opportunity is something that translates to a real chance for Kaepernick to play in the NFL again remains to be seen.
N2541,sports,basketball_nba,Lakers' Avery Bradley sidelined by hairline fracture in right leg; Davis expected to return,"Guard, who has been a key defensive presence, will miss a week and possibly more after sustaining the injury in a Nov. 3 game in San Antonio"
N17405,news,newscrime,Police: Marysville woman arrested in deadly shooting first reported as 'accidental',"MARYSVILLE, Wash.   Authorities say the death of a Marysville man that was initially reported as an accidental shooting has been deemed suspicious, and a woman has been taken into custody. Marysville Police said officials were called to the 700 block of 86th Street NW at about 12 a.m. Thursday, where the 47-year-old man was found with a gunshot wound to the chest. He was pronounced dead at the ..."
N32536,weather,weathertopstories,"High tides surge through Venice, locals rush to protect art","Exceptionally high tidal waters surged through Venice again on Friday, prompting the mayor to close St. Mark's Square and call for more donations for repairs just three days after the Italian lagoon city suffered its worst flooding in 50 years."
N28640,news,newscrime,Court puts hold on Rodney Reed's scheduled execution,"With new, compelling evidence in Reed's case, the call to halt his Nov. 20 execution has been building in recent weeks."
N37954,news,newsus,New development to add more high-end condos to heart of downtown Fort Collins,"Four dozen condos bring additional housing units to downtown Fort Collins, but they come at a cost."
N2852,finance,finance-companies,The world's only $100 billion utility owes its rise to wind power,"Two decades ago, when coal ruled U.S. power generation, a Florida utility plowed some of its extra cash into a wind farm atop a desolate Oregon plateau."
N20764,news,elections-2020-us,Louisiana governor's race is the latest test of Trump's clout,"On Saturday, the final governor's race of the year is the next test of how much Trump's clout can lift a candidate. In Kentucky, the GOP candidate lost, but in Mississippi, the Republican won"
N13865,news,newspolitics,Testimony and texts: How the Trump-Ukraine allegations fit together in a timeline,"With so many current U.S. officials testifying in open hearings, here is how the Trump-Ukraine allegations fit together in a timeline."
N21679,sports,football_nfl,Belichick mocks social media in comments on Garrett incident,Bill Belichick was his typically self despite the atypical circumstances that went on during the Browns-Steelers game Thursday night.
N57515,news,newsus,"2 people in critical condition after basement fire in Fort Washington, Maryland","Fire crews have rescued two people from a basement fire in Fort Washington, Maryland on Friday morning. Officials said the incident happened in the basement of a home on the 3000 block of Marquis Drive. According to a Prince George's County fire official, fire crews at the scene rescued two residents who were trapped in the basement as a result of the fire. Officials said the rescued residents were taken to a hospital with life-threatening..."
N18895,news,newspolitics,White House releases summary of Trump's first call with Ukraine's Zelensky,The White House has released a document summarizing President Donald Trump's first phone call with newly elected Ukrainian President Volodymyr Zelensky in April of this year.
N13573,autos,autossports,First Drive! Steeda transforms the Bullitt from leading man to action hero with the Steve McQueen Edition,Driving the first supercharged Steve McQueen Edition Bullitt reveals an modern Mustang action hero
N21941,news,newsus,2 Richards High School classmates shot in Back of the Yards; cops seek 3 assailants,"Two teens have been shot in the Back of the Yards neighborhood Friday afternoon. A 16-year-old boy and an 18-year-old woman, were standing outside in the 5200 block of South Ashland Avenue when three individuals came through a gangway and fired six to seven shots, hitting the boy in the head, said Chicago police Chief of Patrol Fred Waller, who spoke to the media at the scene. The 18-year-old ..."
N12409,tv,tv-celebrity,Joshua Jackson and Jodie Turner-Smith spark marriage speculation,Joshua Jackson and Jodie Turner Smith may be secretly married.
N42988,news,newspolitics,Staffer who overheard Trump call with Sondland testifies in closed hearing,"David Holmes, an aide to Ambassador Bill Taylor, overheard a July 26 call between Trump and Gordon Sondland about Ukraine"
N11570,sports,football_nfl,"Colin Kaepernick to the Broncos? Chances aren't great, oddsmaker says.","Could Colin Kaepernick be a member of the the Denver Broncos? Not likely, according to one oddsmaker."
N22292,news,newsus,A Fort Washington woman is fighting for her life after vicious dog attack,"A Fort Washington woman is fighting for her life after police said she was viciously mauled by two American pit bull terriers Wednesday night. Prince George's County Police Chief Henry Stawinski said neighbors overheard screams and phoned police; he said that may be the reason the woman is alive at all. When officers arrived at the house, the dogs were still on the attack. ""The [officers] were in equal physical danger to this woman, because of..."
N31884,news,newscrime,Texas parole board recommends delaying Rodney Reed execution,"The Texas Board of Pardons and Paroles on Friday recommended delaying the execution of inmate Rodney Reed, whose conviction is being questioned by new evidence that his supporters say raises serious doubts about his guilt."
N35676,sports,icehockey_nhl,Browns' Garrett isn't only athlete to use equipment to fight in game,"In 1969, Bruins player Ted Green was struck in the head with a stick and had to be rushed into emergency surgery."
N6247,news,causes-disaster-relief,Australia's fragile koala colonies are being ravaged by brush fires: 'It's a national tragedy',"Rescuers wandering through charred eucalyptus trees in New South Wales found bleak signs of devastation: koalas incinerated while seeking refuge, leaving ash where conservationists hoped to tally the dead."
N24460,weather,weathertopstories,Crews Battle 2-Alarm Commercial Strip Mall Fire In Garden Grove; 3 Dogs Rescued,More than 50 firefighters were on scene battling the blaze.
N6712,foodanddrink,tipsandtricks,The 5 Secrets to Perfect Pumpkin Pie,Apple cider vinegar works wonders and so does your hand mixer.
N53717,news,newsus,"Author adds a sixth stage of grief, one he's had to live","When David Kessler stood before a Los Angeles audience recently to lead a grief workshop, he didn't address them simply as an expert in the field for more than 30 years. Kessler is also a survivor, and his own loss is still raw. His son, David, died three years ago of an accidental drug overdose at 21. The agony and paralysis that he felt   being a grief expert doesn't exempt you from the pain ..."
N29091,news,newspolitics,Federal Prosecutors Probe Giuliani's Links to Ukrainian Energy Projects,"Federal prosecutors in New York are investigating whether Rudy Giuliani stood to personally profit from a Ukrainian natural-gas business pushed by two associates who also aided his efforts there to launch investigations that could benefit President Trump, people familiar with the matter said."
N57023,sports,football_nfl,Lions rule out QB Stafford (back) for game vs. Cowboys,"The Detroit Lions have ruled out Matthew Stafford for Sunday's game against the Dallas Cowboys, and Jeff Driskel will make his second straight start."
N3417,news,newsus,'I Need A Kidney:' Indiana Man's Bears Game Sign Prompts Search,"Here's how you can help the Indiana man in search of a kidney, or others in need of a transplant."
N50670,news,newsscienceandtechnology,Inventor breaks world record zooming at 85 mph in his jet-powered suit,"British inventor Richard Browning smashed his own world record Thursday for fastest speed in a body-controlled, jet-engine-powered, wind-guided suit, traveling at 85.06 mph over England's Brighton Pier."
N55237,movies,movienews,13 Reasons Why's Christian Navarro Slams Disney for Casting 'the White Guy' in The Little Mermaid,13 Reasons Why's Christian Navarro Slams Little Mermaid's Eric Casting
N23044,entertainment,video,Chris Evans' Hilarious Reason Why He Continues Acting,"ET's Keltie Knight spoke with Chris Evans at the premiere of 'Knives Out,' in theaters Nov. 27."
N55036,news,newsus,Why did Santa Clarita shooting happen? Detectives search for motive,"Investigators are still trying to determine why a 16-year-old Saugus High School student allegedly opened fire in a campus quad Thursday, killing two classmates and injuring three others before turning the weapon on himself."
N52492,news,newspolitics,George Conway and Trump Jr. trade personal insults during impeachment hearing,Conservative commentator George Conway and Donald Trump Jr. squared off via Twitter during Marie Yovanovitch's public impeachment hearing Friday.
N60762,news,newsworld,Last survivor of the Hindenburg disaster dies at age 90,"The last remaining survivor of the Hindenburg disaster, Werner Gustav Doehner, who suffered severe burns to his face, arms and legs before his mother managed to toss him and his brother from the burning airship, has died. Doehner, the last among 62 passengers and crew who escaped the May 6, 1937 fire, was 90. The fire killed his father, sister and 34 others. He was just 8 years old at the time of the crash."
N15347,sports,football_nfl,Opinion: NFL had no choice but to send a clear message with Garrett punishment,The NFL decision to suspend Myles Garrett for the rest of the Cleveland Browns season was not surprise and sent a clear message from the NFL.
N49038,news,newsopinion,One of the defenses of Trump is   literally   a TV-cartoon joke,"A former ""Simpsons"" writer explains the ""Sideshow Bob defense."""
N51104,news,newscrime,Body-camera footage shows moments before Poulsbo police fatally shot man at July celebration,"Body camera footage obtained by KING 5 shows the moments before Poulsbo police fatally shot a man earlier this year during the city's 3rd of July fireworks celebration. Stonechild Chiefstick, 39, was shot in the head and torso by an officer after witnesses and police say he showed strange behavior before allegedly lunging at people with a screwdriver. The man ""just didn't look right,"" a witness told police back in July. ""Was just scoping..."
N60472,news,newsus,New Jersey seeks $640M from Uber for misclassifying workers,"TRENTON, N.J. (AP)   New Jersey is seeking more than $640 million from Uber in taxes and penalties, saying the ride-hailing company misclassified its drivers as independent contractors."
N9000,health,nutrition,"A sensible, carb-conscious eating plan for type 2 diabetes",Diagnosed with type 2 diabetes or prediabetes? A registered dietitan explains how to create a doable (and delicious) eating plan that works with your lifestyle.
N17807,autos,autosenthusiasts,The Coolest Car Lamborghini Never Made Is Up For Sale,"It's 1996. Jurassic Park has made dinosaurs cool again. The Lamborghini Diablo has been very effective at terrifying everyone and hiding the fact hat it has Nissan headlights. Zagato has taken the Diablo, removed the safety systems, and supplied the power of a 5.7-liter V12 into the hand of one lucky customer through the knob of a six-speed manual."
N28800,news,newscrime,Suspected Potomac River Rapist Arrested After 29 Years: Police,"BREAKING: The Potomac River Rapist, who killed an intern and raped multiple other women in the 90s, has been arrested, according to police."
